game_id,trump,p0_start,p1_start,p2_start,p3_start,history,result
8336,Clubs,"[""Q_Hearts"", ""8_Spades"", ""8_Hearts"", ""J_Clubs"", ""A_Clubs"", ""10_Spades"", ""7_Clubs"", ""A_Diamonds"", ""8_Clubs""]","[""7_Diamonds"", ""J_Diamonds"", ""10_Clubs"", ""9_Clubs"", ""K_Hearts"", ""10_Diamonds"", ""8_Diamonds"", ""7_Spades"", ""K_Clubs""]","[""9_Spades"", ""A_Spades"", ""6_Clubs"", ""7_Hearts"", ""A_Hearts"", ""6_Diamonds"", ""K_Spades"", ""6_Spades"", ""Q_Diamonds""]","[""J_Spades"", ""Q_Clubs"", ""J_Hearts"", ""K_Diamonds"", ""Q_Spades"", ""10_Hearts"", ""9_Diamonds"", ""6_Hearts"", ""9_Hearts""]","[""Trick 1: P0 played A_Diamonds, P1 played 7_Diamonds, P2 played 6_Diamonds, P3 played 9_Diamonds. Winner: P0"", ""Trick 2: P0 played Q_Hearts, P1 played K_Hearts, P2 played A_Hearts, P3 played 6_Hearts. Winner: P2"", ""Trick 3: P2 played A_Spades, P3 played J_Spades, P0 played 8_Spades, P1 played 7_Spades. Winner: P2"", ""Trick 4: P2 played K_Spades, P3 played Q_Spades, P0 played 10_Spades, P1 played 9_Clubs. Winner: P1"", ""Trick 5: P1 played J_Diamonds, P2 played Q_Diamonds, P3 played K_Diamonds, P0 played 7_Clubs. Winner: P0"", ""Trick 6: P0 played 8_Hearts, P1 played 10_Clubs, P2 played 7_Hearts, P3 played 9_Hearts. Winner: P1"", ""Trick 7: P1 played 10_Diamonds, P2 played 6_Clubs, P3 played Q_Clubs, P0 played A_Clubs. Winner: P0"", ""Trick 8: P0 played J_Clubs, P1 played K_Clubs, P2 played 6_Spades, P3 played 10_Hearts. Winner: P1"", ""Trick 9: P1 played 8_Diamonds, P2 played 9_Spades, P3 played J_Hearts, P0 played 8_Clubs. Winner: P0""]",Team 0 Wins
8337,Clubs,"[""8_Spades"", ""J_Spades"", ""8_Hearts"", ""K_Clubs"", ""10_Hearts"", ""Q_Clubs"", ""7_Clubs"", ""9_Clubs"", ""7_Spades""]","[""J_Hearts"", ""A_Clubs"", ""J_Clubs"", ""6_Spades"", ""A_Diamonds"", ""6_Diamonds"", ""Q_Diamonds"", ""A_Spades"", ""7_Hearts""]","[""8_Diamonds"", ""A_Hearts"", ""8_Clubs"", ""9_Diamonds"", ""Q_Hearts"", ""9_Hearts"", ""10_Spades"", ""K_Spades"", ""J_Diamonds""]","[""6_Hearts"", ""9_Spades"", ""10_Diamonds"", ""10_Clubs"", ""K_Hearts"", ""Q_Spades"", ""6_Clubs"", ""K_Diamonds"", ""7_Diamonds""]","[""Trick 1: P0 played J_Spades, P1 played A_Spades, P2 played 10_Spades, P3 played 9_Spades. Winner: P1"", ""Trick 2: P1 played A_Diamonds, P2 played 8_Diamonds, P3 played 7_Diamonds, P0 played 7_Clubs. Winner: P0"", ""Trick 3: P0 played 10_Hearts, P1 played J_Hearts, P2 played Q_Hearts, P3 played K_Hearts. Winner: P3"", ""Trick 4: P3 played K_Diamonds, P0 played 9_Clubs, P1 played Q_Diamonds, P2 played 9_Diamonds. Winner: P0"", ""Trick 5: P0 played 8_Spades, P1 played 6_Spades, P2 played K_Spades, P3 played Q_Spades. Winner: P2"", ""Trick 6: P2 played A_Hearts, P3 played 6_Hearts, P0 played 8_Hearts, P1 played 7_Hearts. Winner: P2"", ""Trick 7: P2 played J_Diamonds, P3 played 10_Diamonds, P0 played 7_Spades, P1 played 6_Diamonds. Winner: P2"", ""Trick 8: P2 played 9_Hearts, P3 played 6_Clubs, P0 played Q_Clubs, P1 played A_Clubs. Winner: P1"", ""Trick 9: P1 played J_Clubs, P2 played 8_Clubs, P3 played 10_Clubs, P0 played K_Clubs. Winner: P0""]",Team 0 Wins
8338,Diamonds,"[""A_Diamonds"", ""9_Hearts"", ""A_Spades"", ""A_Clubs"", ""K_Spades"", ""J_Diamonds"", ""J_Hearts"", ""6_Diamonds"", ""J_Spades""]","[""7_Diamonds"", ""K_Hearts"", ""8_Spades"", ""7_Hearts"", ""J_Clubs"", ""7_Clubs"", ""K_Diamonds"", ""10_Clubs"", ""6_Hearts""]","[""8_Hearts"", ""7_Spades"", ""9_Diamonds"", ""Q_Hearts"", ""10_Spades"", ""10_Hearts"", ""9_Spades"", ""Q_Diamonds"", ""6_Spades""]","[""K_Clubs"", ""8_Clubs"", ""10_Diamonds"", ""Q_Spades"", ""6_Clubs"", ""9_Clubs"", ""Q_Clubs"", ""A_Hearts"", ""8_Diamonds""]","[""Trick 1: P0 played A_Spades, P1 played 8_Spades, P2 played 6_Spades, P3 played Q_Spades. Winner: P0"", ""Trick 2: P0 played A_Clubs, P1 played 7_Clubs, P2 played 7_Spades, P3 played 6_Clubs. Winner: P0"", ""Trick 3: P0 played K_Spades, P1 played 7_Diamonds, P2 played 9_Spades, P3 played 8_Clubs. Winner: P1"", ""Trick 4: P1 played K_Hearts, P2 played 8_Hearts, P3 played A_Hearts, P0 played 9_Hearts. Winner: P3"", ""Trick 5: P3 played K_Clubs, P0 played 6_Diamonds, P1 played 10_Clubs, P2 played 9_Diamonds. Winner: P2"", ""Trick 6: P2 played Q_Hearts, P3 played 8_Diamonds, P0 played J_Hearts, P1 played 6_Hearts. Winner: P3"", ""Trick 7: P3 played Q_Clubs, P0 played J_Diamonds, P1 played J_Clubs, P2 played 10_Spades. Winner: P0"", ""Trick 8: P0 played J_Spades, P1 played K_Diamonds, P2 played 10_Hearts, P3 played 9_Clubs. Winner: P1"", ""Trick 9: P1 played 7_Hearts, P2 played Q_Diamonds, P3 played 10_Diamonds, P0 played A_Diamonds. Winner: P0""]",Team 0 Wins
8339,Clubs,"[""6_Diamonds"", ""8_Hearts"", ""A_Hearts"", ""J_Clubs"", ""A_Spades"", ""J_Spades"", ""K_Spades"", ""Q_Clubs"", ""10_Clubs""]","[""10_Hearts"", ""J_Diamonds"", ""6_Clubs"", ""7_Clubs"", ""8_Clubs"", ""7_Diamonds"", ""Q_Spades"", ""A_Diamonds"", ""10_Diamonds""]","[""7_Spades"", ""6_Hearts"", ""10_Spades"", ""K_Hearts"", ""8_Diamonds"", ""9_Clubs"", ""K_Clubs"", ""9_Spades"", ""9_Hearts""]","[""Q_Hearts"", ""A_Clubs"", ""7_Hearts"", ""9_Diamonds"", ""6_Spades"", ""J_Hearts"", ""K_Diamonds"", ""Q_Diamonds"", ""8_Spades""]","[""Trick 1: P0 played A_Hearts, P1 played 10_Hearts, P2 played 6_Hearts, P3 played 7_Hearts. Winner: P0"", ""Trick 2: P0 played A_Spades, P1 played Q_Spades, P2 played 7_Spades, P3 played 6_Spades. Winner: P0"", ""Trick 3: P0 played K_Spades, P1 played 6_Clubs, P2 played 9_Spades, P3 played 8_Spades. Winner: P1"", ""Trick 4: P1 played A_Diamonds, P2 played 8_Diamonds, P3 played 9_Diamonds, P0 played 6_Diamonds. Winner: P1"", ""Trick 5: P1 played J_Diamonds, P2 played 9_Clubs, P3 played Q_Diamonds, P0 played 8_Hearts. Winner: P2"", ""Trick 6: P2 played K_Hearts, P3 played J_Hearts, P0 played 10_Clubs, P1 played 7_Diamonds. Winner: P0"", ""Trick 7: P0 played J_Spades, P1 played 7_Clubs, P2 played 10_Spades, P3 played Q_Hearts. Winner: P1"", ""Trick 8: P1 played 10_Diamonds, P2 played K_Clubs, P3 played K_Diamonds, P0 played J_Clubs. Winner: P2"", ""Trick 9: P2 played 9_Hearts, P3 played A_Clubs, P0 played Q_Clubs, P1 played 8_Clubs. Winner: P3""]",Team 0 Wins
8340,Clubs,"[""J_Clubs"", ""J_Hearts"", ""J_Spades"", ""K_Spades"", ""Q_Spades"", ""7_Hearts"", ""7_Clubs"", ""6_Clubs"", ""9_Hearts""]","[""Q_Clubs"", ""10_Clubs"", ""A_Hearts"", ""9_Clubs"", ""10_Hearts"", ""8_Clubs"", ""8_Spades"", ""8_Diamonds"", ""6_Hearts""]","[""J_Diamonds"", ""K_Clubs"", ""K_Diamonds"", ""10_Spades"", ""Q_Hearts"", ""10_Diamonds"", ""6_Diamonds"", ""9_Spades"", ""8_Hearts""]","[""7_Diamonds"", ""9_Diamonds"", ""A_Clubs"", ""K_Hearts"", ""6_Spades"", ""A_Spades"", ""Q_Diamonds"", ""7_Spades"", ""A_Diamonds""]","[""Trick 1: P0 played K_Spades, P1 played 8_Spades, P2 played 9_Spades, P3 played A_Spades. Winner: P3"", ""Trick 2: P3 played A_Diamonds, P0 played 6_Clubs, P1 played 8_Diamonds, P2 played 6_Diamonds. Winner: P0"", ""Trick 3: P0 played Q_Spades, P1 played 8_Clubs, P2 played 10_Spades, P3 played 6_Spades. Winner: P1"", ""Trick 4: P1 played A_Hearts, P2 played 8_Hearts, P3 played K_Hearts, P0 played 7_Hearts. Winner: P1"", ""Trick 5: P1 played 10_Hearts, P2 played Q_Hearts, P3 played A_Clubs, P0 played 9_Hearts. Winner: P3"", ""Trick 6: P3 played Q_Diamonds, P0 played 7_Clubs, P1 played 9_Clubs, P2 played 10_Diamonds. Winner: P1"", ""Trick 7: P1 played 6_Hearts, P2 played K_Clubs, P3 played 7_Diamonds, P0 played J_Hearts. Winner: P2"", ""Trick 8: P2 played K_Diamonds, P3 played 9_Diamonds, P0 played J_Clubs, P1 played Q_Clubs. Winner: P1"", ""Trick 9: P1 played 10_Clubs, P2 played J_Diamonds, P3 played 7_Spades, P0 played J_Spades. Winner: P1""]",Team 1 Wins
8341,Hearts,"[""Q_Clubs"", ""Q_Hearts"", ""8_Hearts"", ""10_Diamonds"", ""Q_Diamonds"", ""A_Clubs"", ""K_Diamonds"", ""K_Hearts"", ""K_Spades""]","[""6_Clubs"", ""8_Spades"", ""9_Spades"", ""7_Diamonds"", ""A_Diamonds"", ""6_Hearts"", ""Q_Spades"", ""9_Hearts"", ""A_Hearts""]","[""J_Spades"", ""7_Clubs"", ""8_Clubs"", ""7_Hearts"", ""6_Diamonds"", ""10_Hearts"", ""7_Spades"", ""K_Clubs"", ""6_Spades""]","[""8_Diamonds"", ""J_Diamonds"", ""10_Clubs"", ""9_Diamonds"", ""J_Hearts"", ""9_Clubs"", ""J_Clubs"", ""A_Spades"", ""10_Spades""]","[""Trick 1: P0 played A_Clubs, P1 played 6_Clubs, P2 played 7_Clubs, P3 played 9_Clubs. Winner: P0"", ""Trick 2: P0 played K_Diamonds, P1 played A_Diamonds, P2 played 6_Diamonds, P3 played 8_Diamonds. Winner: P1"", ""Trick 3: P1 played Q_Spades, P2 played 6_Spades, P3 played 10_Spades, P0 played K_Spades. Winner: P0"", ""Trick 4: P0 played Q_Clubs, P1 played 6_Hearts, P2 played 8_Clubs, P3 played 10_Clubs. Winner: P1"", ""Trick 5: P1 played 9_Spades, P2 played J_Spades, P3 played A_Spades, P0 played 8_Hearts. Winner: P0"", ""Trick 6: P0 played Q_Diamonds, P1 played 7_Diamonds, P2 played 7_Hearts, P3 played 9_Diamonds. Winner: P2"", ""Trick 7: P2 played K_Clubs, P3 played J_Clubs, P0 played 10_Diamonds, P1 played 9_Hearts. Winner: P1"", ""Trick 8: P1 played 8_Spades, P2 played 7_Spades, P3 played J_Diamonds, P0 played Q_Hearts. Winner: P0"", ""Trick 9: P0 played K_Hearts, P1 played A_Hearts, P2 played 10_Hearts, P3 played J_Hearts. Winner: P1""]",Team 0 Wins
8342,Hearts,"[""9_Hearts"", ""6_Diamonds"", ""J_Hearts"", ""J_Diamonds"", ""8_Spades"", ""6_Hearts"", ""9_Clubs"", ""K_Clubs"", ""7_Diamonds""]","[""8_Clubs"", ""A_Diamonds"", ""10_Hearts"", ""Q_Spades"", ""6_Spades"", ""9_Spades"", ""A_Hearts"", ""A_Spades"", ""8_Hearts""]","[""7_Hearts"", ""J_Clubs"", ""K_Spades"", ""Q_Clubs"", ""Q_Hearts"", ""7_Clubs"", ""7_Spades"", ""9_Diamonds"", ""K_Diamonds""]","[""Q_Diamonds"", ""J_Spades"", ""6_Clubs"", ""8_Diamonds"", ""10_Spades"", ""A_Clubs"", ""10_Clubs"", ""10_Diamonds"", ""K_Hearts""]","[""Trick 1: P0 played K_Clubs, P1 played 8_Clubs, P2 played 7_Clubs, P3 played A_Clubs. Winner: P3"", ""Trick 2: P3 played Q_Diamonds, P0 played 6_Diamonds, P1 played A_Diamonds, P2 played 9_Diamonds. Winner: P1"", ""Trick 3: P1 played A_Spades, P2 played 7_Spades, P3 played 10_Spades, P0 played 8_Spades. Winner: P1"", ""Trick 4: P1 played Q_Spades, P2 played K_Spades, P3 played J_Spades, P0 played 6_Hearts. Winner: P0"", ""Trick 5: P0 played J_Diamonds, P1 played 8_Hearts, P2 played K_Diamonds, P3 played 8_Diamonds. Winner: P1"", ""Trick 6: P1 played 9_Spades, P2 played 7_Hearts, P3 played K_Hearts, P0 played 7_Diamonds. Winner: P3"", ""Trick 7: P3 played 10_Clubs, P0 played 9_Clubs, P1 played 6_Spades, P2 played J_Clubs. Winner: P2"", ""Trick 8: P2 played Q_Clubs, P3 played 6_Clubs, P0 played 9_Hearts, P1 played 10_Hearts. Winner: P1"", ""Trick 9: P1 played A_Hearts, P2 played Q_Hearts, P3 played 10_Diamonds, P0 played J_Hearts. Winner: P1""]",Team 1 Wins
8343,Clubs,"[""K_Clubs"", ""7_Spades"", ""7_Diamonds"", ""7_Hearts"", ""6_Hearts"", ""A_Clubs"", ""9_Spades"", ""J_Spades"", ""10_Clubs""]","[""Q_Diamonds"", ""Q_Hearts"", ""10_Spades"", ""10_Diamonds"", ""9_Hearts"", ""6_Clubs"", ""10_Hearts"", ""8_Diamonds"", ""6_Spades""]","[""Q_Spades"", ""8_Clubs"", ""Q_Clubs"", ""K_Spades"", ""J_Diamonds"", ""K_Hearts"", ""A_Diamonds"", ""8_Spades"", ""A_Spades""]","[""6_Diamonds"", ""8_Hearts"", ""J_Clubs"", ""7_Clubs"", ""J_Hearts"", ""A_Hearts"", ""9_Diamonds"", ""9_Clubs"", ""K_Diamonds""]","[""Trick 1: P0 played J_Spades, P1 played 6_Spades, P2 played 8_Spades, P3 played 7_Clubs. Winner: P3"", ""Trick 2: P3 played A_Hearts, P0 played 6_Hearts, P1 played 9_Hearts, P2 played K_Hearts. Winner: P3"", ""Trick 3: P3 played K_Diamonds, P0 played 7_Diamonds, P1 played 8_Diamonds, P2 played A_Diamonds. Winner: P2"", ""Trick 4: P2 played A_Spades, P3 played 9_Clubs, P0 played 7_Spades, P1 played 10_Spades. Winner: P3"", ""Trick 5: P3 played J_Hearts, P0 played 7_Hearts, P1 played 10_Hearts, P2 played 8_Clubs. Winner: P2"", ""Trick 6: P2 played K_Spades, P3 played J_Clubs, P0 played 9_Spades, P1 played 6_Clubs. Winner: P3"", ""Trick 7: P3 played 9_Diamonds, P0 played 10_Clubs, P1 played Q_Diamonds, P2 played J_Diamonds. Winner: P0"", ""Trick 8: P0 played A_Clubs, P1 played 10_Diamonds, P2 played Q_Clubs, P3 played 6_Diamonds. Winner: P0"", ""Trick 9: P0 played K_Clubs, P1 played Q_Hearts, P2 played Q_Spades, P3 played 8_Hearts. Winner: P0""]",Team 0 Wins
8344,Spades,"[""10_Spades"", ""10_Clubs"", ""K_Diamonds"", ""A_Spades"", ""A_Diamonds"", ""9_Clubs"", ""9_Spades"", ""J_Spades"", ""K_Hearts""]","[""J_Clubs"", ""J_Diamonds"", ""Q_Spades"", ""9_Hearts"", ""K_Clubs"", ""10_Diamonds"", ""8_Clubs"", ""A_Clubs"", ""8_Diamonds""]","[""8_Spades"", ""6_Clubs"", ""6_Spades"", ""10_Hearts"", ""Q_Clubs"", ""8_Hearts"", ""Q_Hearts"", ""7_Spades"", ""A_Hearts""]","[""7_Diamonds"", ""6_Diamonds"", ""7_Clubs"", ""Q_Diamonds"", ""J_Hearts"", ""K_Spades"", ""7_Hearts"", ""9_Diamonds"", ""6_Hearts""]","[""Trick 1: P0 played A_Diamonds, P1 played 8_Diamonds, P2 played 6_Clubs, P3 played 6_Diamonds. Winner: P0"", ""Trick 2: P0 played K_Diamonds, P1 played 10_Diamonds, P2 played 6_Spades, P3 played 7_Diamonds. Winner: P2"", ""Trick 3: P2 played A_Hearts, P3 played 6_Hearts, P0 played K_Hearts, P1 played 9_Hearts. Winner: P2"", ""Trick 4: P2 played Q_Clubs, P3 played 7_Clubs, P0 played 9_Clubs, P1 played K_Clubs. Winner: P1"", ""Trick 5: P1 played A_Clubs, P2 played 7_Spades, P3 played K_Spades, P0 played 10_Clubs. Winner: P3"", ""Trick 6: P3 played Q_Diamonds, P0 played 9_Spades, P1 played J_Diamonds, P2 played 8_Spades. Winner: P0"", ""Trick 7: P0 played A_Spades, P1 played Q_Spades, P2 played 8_Hearts, P3 played 7_Hearts. Winner: P0"", ""Trick 8: P0 played J_Spades, P1 played 8_Clubs, P2 played 10_Hearts, P3 played 9_Diamonds. Winner: P0"", ""Trick 9: P0 played 10_Spades, P1 played J_Clubs, P2 played Q_Hearts, P3 played J_Hearts. Winner: P0""]",Team 0 Wins
8345,Spades,"[""Q_Clubs"", ""J_Hearts"", ""A_Hearts"", ""A_Diamonds"", ""10_Spades"", ""9_Diamonds"", ""8_Spades"", ""9_Clubs"", ""K_Spades""]","[""8_Clubs"", ""Q_Spades"", ""7_Spades"", ""7_Clubs"", ""10_Hearts"", ""7_Diamonds"", ""J_Diamonds"", ""9_Hearts"", ""6_Spades""]","[""J_Spades"", ""6_Hearts"", ""9_Spades"", ""6_Clubs"", ""A_Clubs"", ""10_Clubs"", ""Q_Diamonds"", ""10_Diamonds"", ""A_Spades""]","[""Q_Hearts"", ""K_Diamonds"", ""J_Clubs"", ""7_Hearts"", ""K_Hearts"", ""8_Hearts"", ""K_Clubs"", ""6_Diamonds"", ""8_Diamonds""]","[""Trick 1: P0 played A_Hearts, P1 played 9_Hearts, P2 played 6_Hearts, P3 played 7_Hearts. Winner: P0"", ""Trick 2: P0 played A_Diamonds, P1 played 7_Diamonds, P2 played 10_Diamonds, P3 played 6_Diamonds. Winner: P0"", ""Trick 3: P0 played Q_Clubs, P1 played 7_Clubs, P2 played 6_Clubs, P3 played K_Clubs. Winner: P3"", ""Trick 4: P3 played K_Diamonds, P0 played 9_Diamonds, P1 played J_Diamonds, P2 played Q_Diamonds. Winner: P3"", ""Trick 5: P3 played K_Hearts, P0 played J_Hearts, P1 played 10_Hearts, P2 played 9_Spades. Winner: P2"", ""Trick 6: P2 played A_Clubs, P3 played J_Clubs, P0 played 9_Clubs, P1 played 8_Clubs. Winner: P2"", ""Trick 7: P2 played 10_Clubs, P3 played 8_Hearts, P0 played 8_Spades, P1 played Q_Spades. Winner: P1"", ""Trick 8: P1 played 7_Spades, P2 played J_Spades, P3 played 8_Diamonds, P0 played 10_Spades. Winner: P2"", ""Trick 9: P2 played A_Spades, P3 played Q_Hearts, P0 played K_Spades, P1 played 6_Spades. Winner: P2""]",Team 0 Wins
8346,Spades,"[""J_Spades"", ""8_Spades"", ""9_Hearts"", ""K_Diamonds"", ""7_Hearts"", ""9_Spades"", ""J_Clubs"", ""Q_Spades"", ""6_Hearts""]","[""6_Diamonds"", ""6_Clubs"", ""K_Hearts"", ""A_Clubs"", ""8_Hearts"", ""9_Clubs"", ""8_Diamonds"", ""A_Hearts"", ""7_Clubs""]","[""Q_Diamonds"", ""Q_Hearts"", ""J_Diamonds"", ""J_Hearts"", ""8_Clubs"", ""7_Diamonds"", ""K_Spades"", ""10_Diamonds"", ""9_Diamonds""]","[""10_Clubs"", ""K_Clubs"", ""10_Hearts"", ""10_Spades"", ""6_Spades"", ""A_Spades"", ""A_Diamonds"", ""7_Spades"", ""Q_Clubs""]","[""Trick 1: P0 played K_Diamonds, P1 played 6_Diamonds, P2 played 7_Diamonds, P3 played A_Diamonds. Winner: P3"", ""Trick 2: P3 played K_Clubs, P0 played J_Clubs, P1 played 6_Clubs, P2 played 8_Clubs. Winner: P3"", ""Trick 3: P3 played Q_Clubs, P0 played 8_Spades, P1 played 9_Clubs, P2 played 9_Diamonds. Winner: P0"", ""Trick 4: P0 played 9_Hearts, P1 played K_Hearts, P2 played J_Hearts, P3 played 10_Hearts. Winner: P1"", ""Trick 5: P1 played A_Clubs, P2 played K_Spades, P3 played 10_Clubs, P0 played 6_Hearts. Winner: P2"", ""Trick 6: P2 played Q_Diamonds, P3 played 6_Spades, P0 played 9_Spades, P1 played 8_Diamonds. Winner: P0"", ""Trick 7: P0 played 7_Hearts, P1 played 8_Hearts, P2 played Q_Hearts, P3 played 7_Spades. Winner: P3"", ""Trick 8: P3 played A_Spades, P0 played J_Spades, P1 played 7_Clubs, P2 played 10_Diamonds. Winner: P3"", ""Trick 9: P3 played 10_Spades, P0 played Q_Spades, P1 played A_Hearts, P2 played J_Diamonds. Winner: P0""]",Team 1 Wins
8347,Hearts,"[""9_Hearts"", ""7_Hearts"", ""J_Clubs"", ""J_Spades"", ""K_Hearts"", ""9_Clubs"", ""10_Hearts"", ""9_Diamonds"", ""Q_Hearts""]","[""A_Spades"", ""7_Clubs"", ""J_Hearts"", ""8_Spades"", ""J_Diamonds"", ""Q_Spades"", ""8_Clubs"", ""Q_Diamonds"", ""A_Hearts""]","[""9_Spades"", ""6_Hearts"", ""A_Clubs"", ""6_Clubs"", ""10_Diamonds"", ""6_Spades"", ""10_Clubs"", ""Q_Clubs"", ""6_Diamonds""]","[""8_Hearts"", ""A_Diamonds"", ""10_Spades"", ""K_Clubs"", ""7_Diamonds"", ""8_Diamonds"", ""7_Spades"", ""K_Spades"", ""K_Diamonds""]","[""Trick 1: P0 played J_Clubs, P1 played 7_Clubs, P2 played 6_Clubs, P3 played K_Clubs. Winner: P3"", ""Trick 2: P3 played A_Diamonds, P0 played 9_Diamonds, P1 played J_Diamonds, P2 played 6_Diamonds. Winner: P3"", ""Trick 3: P3 played K_Spades, P0 played J_Spades, P1 played 8_Spades, P2 played 6_Spades. Winner: P3"", ""Trick 4: P3 played K_Diamonds, P0 played 7_Hearts, P1 played Q_Diamonds, P2 played 10_Diamonds. Winner: P0"", ""Trick 5: P0 played 9_Clubs, P1 played 8_Clubs, P2 played 10_Clubs, P3 played 8_Hearts. Winner: P3"", ""Trick 6: P3 played 10_Spades, P0 played 9_Hearts, P1 played Q_Spades, P2 played 9_Spades. Winner: P0"", ""Trick 7: P0 played K_Hearts, P1 played A_Hearts, P2 played 6_Hearts, P3 played 7_Diamonds. Winner: P1"", ""Trick 8: P1 played A_Spades, P2 played Q_Clubs, P3 played 7_Spades, P0 played 10_Hearts. Winner: P0"", ""Trick 9: P0 played Q_Hearts, P1 played J_Hearts, P2 played A_Clubs, P3 played 8_Diamonds. Winner: P0""]",Team 1 Wins
8348,Clubs,"[""8_Clubs"", ""9_Spades"", ""7_Clubs"", ""A_Spades"", ""7_Diamonds"", ""J_Clubs"", ""K_Hearts"", ""8_Spades"", ""Q_Diamonds""]","[""A_Diamonds"", ""K_Spades"", ""A_Hearts"", ""6_Clubs"", ""8_Diamonds"", ""9_Clubs"", ""A_Clubs"", ""Q_Clubs"", ""K_Diamonds""]","[""J_Hearts"", ""10_Hearts"", ""10_Clubs"", ""K_Clubs"", ""J_Spades"", ""6_Diamonds"", ""8_Hearts"", ""Q_Hearts"", ""7_Spades""]","[""6_Hearts"", ""10_Diamonds"", ""J_Diamonds"", ""6_Spades"", ""9_Hearts"", ""Q_Spades"", ""10_Spades"", ""9_Diamonds"", ""7_Hearts""]","[""Trick 1: P0 played A_Spades, P1 played K_Spades, P2 played 7_Spades, P3 played 6_Spades. Winner: P0"", ""Trick 2: P0 played K_Hearts, P1 played A_Hearts, P2 played 8_Hearts, P3 played 6_Hearts. Winner: P1"", ""Trick 3: P1 played A_Diamonds, P2 played 6_Diamonds, P3 played 9_Diamonds, P0 played 7_Diamonds. Winner: P1"", ""Trick 4: P1 played K_Diamonds, P2 played 10_Clubs, P3 played J_Diamonds, P0 played Q_Diamonds. Winner: P2"", ""Trick 5: P2 played Q_Hearts, P3 played 7_Hearts, P0 played 7_Clubs, P1 played 9_Clubs. Winner: P1"", ""Trick 6: P1 played 8_Diamonds, P2 played K_Clubs, P3 played 10_Diamonds, P0 played 8_Clubs. Winner: P2"", ""Trick 7: P2 played J_Hearts, P3 played 9_Hearts, P0 played 8_Spades, P1 played 6_Clubs. Winner: P1"", ""Trick 8: P1 played A_Clubs, P2 played 10_Hearts, P3 played 10_Spades, P0 played J_Clubs. Winner: P1"", ""Trick 9: P1 played Q_Clubs, P2 played J_Spades, P3 played Q_Spades, P0 played 9_Spades. Winner: P1""]",Team 1 Wins
8349,Spades,"[""9_Hearts"", ""7_Spades"", ""J_Diamonds"", ""K_Spades"", ""8_Clubs"", ""10_Diamonds"", ""10_Spades"", ""10_Hearts"", ""6_Diamonds""]","[""K_Hearts"", ""A_Spades"", ""7_Hearts"", ""9_Spades"", ""A_Hearts"", ""6_Hearts"", ""7_Clubs"", ""8_Spades"", ""Q_Hearts""]","[""8_Hearts"", ""J_Clubs"", ""K_Diamonds"", ""7_Diamonds"", ""J_Spades"", ""K_Clubs"", ""6_Clubs"", ""A_Diamonds"", ""9_Clubs""]","[""J_Hearts"", ""A_Clubs"", ""8_Diamonds"", ""9_Diamonds"", ""6_Spades"", ""10_Clubs"", ""Q_Diamonds"", ""Q_Spades"", ""Q_Clubs""]","[""Trick 1: P0 played J_Diamonds, P1 played 8_Spades, P2 played K_Diamonds, P3 played 8_Diamonds. Winner: P1"", ""Trick 2: P1 played A_Hearts, P2 played 8_Hearts, P3 played J_Hearts, P0 played 9_Hearts. Winner: P1"", ""Trick 3: P1 played K_Hearts, P2 played J_Spades, P3 played Q_Spades, P0 played 10_Hearts. Winner: P3"", ""Trick 4: P3 played A_Clubs, P0 played 8_Clubs, P1 played 7_Clubs, P2 played 6_Clubs. Winner: P3"", ""Trick 5: P3 played Q_Diamonds, P0 played 6_Diamonds, P1 played 6_Hearts, P2 played A_Diamonds. Winner: P2"", ""Trick 6: P2 played K_Clubs, P3 played 10_Clubs, P0 played 7_Spades, P1 played 9_Spades. Winner: P1"", ""Trick 7: P1 played Q_Hearts, P2 played 7_Diamonds, P3 played 6_Spades, P0 played 10_Spades. Winner: P0"", ""Trick 8: P0 played 10_Diamonds, P1 played A_Spades, P2 played 9_Clubs, P3 played 9_Diamonds. Winner: P1"", ""Trick 9: P1 played 7_Hearts, P2 played J_Clubs, P3 played Q_Clubs, P0 played K_Spades. Winner: P0""]",Team 1 Wins
